sp,coord_id,x,y
32,86,0.26769,-0.32358
32,87,0.30848,-0.3285
32,88,0.35397,-0.3324
32,89,0.40378,-0.33404
32,90,0.45932,-0.33372
32,91,0.52423,-0.33269
32,92,0.59341,-0.32623
32,93,0.66538,-0.31311
32,94,0.74432,-0.2947
32,95,0.80784,-0.26249
32,96,0.86209,-0.22135
32,97,0.88406,-0.16865
32,98,1.09566,-0.13842
32,99,1.11782,-0.07033
33,0,1.09524,0.0
33,1,0.89089,0.05605
33,2,0.75739,0.09568
33,3,0.65788,0.1255
33,4,0.57873,0.14859
33,5,0.51194,0.16634
33,6,0.46072,0.18241
33,7,0.41668,0.19607
33,8,0.37958,0.20868
33,9,0.34561,0.21933
33,10,0.31501,0.22887
33,11,0.28685,0.2373
33,12,0.26108,0.24517
33,13,0.23815,0.25361
33,14,0.21652,0.26172
33,15,0.19537,0.2689
33,16,0.17463,0.27518
33,17,0.15483,0.28163
33,18,0.13609,0.28921
33,19,0.11698,0.29547
33,20,0.09843,0.30293
33,21,0.07942,0.30932
33,22,0.06024,0.31578
33,23,0.04078,0.32279
33,24,0.02075,0.32979
33,25,0.0,0.3369
33,26,-0.0217,0.345
33,27,-0.04474,0.35414
33,28,-0.0695,0.36433
33,29,-0.09637,0.37535
33,30,-0.12583,0.38727
33,31,-0.15745,0.39768
33,32,-0.19509,0.41459
33,33,-0.23658,0.43034
33,34,-0.28417,0.44778
33,35,-0.34186,0.47054
33,36,-0.40648,0.49135
33,37,-0.48743,0.51906
33,38,-0.58822,0.55238
33,39,-0.68972,0.57059
33,40,-0.7978,0.57964
33,41,-0.9022,0.57255
33,42,-0.97668,0.53694
33,43,-1.01917,0.47959
33,44,-1.03481,0.40971
33,45,-1.01791,0.33074
33,46,-0.95865,0.24614
33,47,-0.86931,0.16583
33,48,-0.78049,0.0986
33,49,-0.67709,0.0426
33,50,-0.58882,0.0
33,51,-0.52035,-0.03274
33,52,-0.4687,-0.05921
33,53,-0.42404,-0.08089
33,54,-0.38761,-0.09952
33,55,-0.35521,-0.11541
33,56,-0.32725,-0.12956
33,57,-0.30208,-0.14215
33,58,-0.27799,-0.15282
33,59,-0.25653,-0.1628
33,60,-0.23572,-0.17126
33,61,-0.21581,-0.17854
33,62,-0.19818,-0.18611
33,63,-0.18269,-0.19455
33,64,-0.16694,-0.20179
33,65,-0.15101,-0.20784
33,66,-0.13573,-0.21387
33,67,-0.12083,-0.21978
33,68,-0.10616,-0.2256
33,69,-0.09175,-0.23173
33,70,-0.07733,-0.238
33,71,-0.06244,-0.2432
33,72,-0.04722,-0.24754
33,73,-0.0317,-0.25094
33,74,-0.01611,-0.25603
33,75,0.0,-0.26014
33,76,0.01659,-0.26377
33,77,0.03382,-0.26771
33,78,0.05183,-0.27168
33,79,0.07115,-0.27711
33,80,0.09152,-0.28167
33,81,0.11365,-0.28705
33,82,0.13739,-0.29197
33,83,0.1631,-0.29669
33,84,0.19146,-0.3017
33,85,0.22349,-0.30761
33,86,0.25815,-0.31205
33,87,0.29677,-0.31603
33,88,0.34377,-0.32283
33,89,0.39461,-0.32646
33,90,0.44931,-0.32644
33,91,0.51369,-0.326
33,92,0.57678,-0.31709
33,93,0.65005,-0.30589
33,94,0.72148,-0.28566
33,95,0.77991,-0.25341
33,96,0.81378,-0.20895
33,97,0.91404,-0.17437
33,98,1.05141,-0.13283
33,99,1.0809,-0.06801
34,0,1.13019,0.0
34,1,0.95815,0.06028
34,2,0.82444,0.10415
34,3,0.71868,0.13709
34,4,0.62996,0.16175
34,5,0.5586,0.1815
34,6,0.50125,0.19846
34,7,0.45305,0.21319
34,8,0.41145,0.2262
34,9,0.37298,0.2367
34,10,0.34259,0.24891
34,11,0.31226,0.25832
34,12,0.2847,0.26735
34,13,0.25871,0.27549
34,14,0.23285,0.28146
34,15,0.2098,0.28877
34,16,0.18785,0.296
34,17,0.16587,0.30172
34,18,0.14497,0.30807
34,19,0.12473,0.31503
34,20,0.10419,0.32067
34,21,0.08383,0.32649
34,22,0.06338,0.33222
34,23,0.04252,0.33658
34,24,0.02158,0.34302
34,25,0.0,0.34997
34,26,-0.02237,0.35554
34,27,-0.04568,0.36164
34,28,-0.07026,0.36832
34,29,-0.09622,0.37474
34,30,-0.12475,0.38394
34,31,-0.1548,0.39097
34,32,-0.1862,0.39569
34,33,-0.22372,0.40695
34,34,-0.26577,0.41879
34,35,-0.31196,0.42938
34,36,-0.36717,0.44384
34,37,-0.42871,0.45653
34,38,-0.49969,0.46925
34,39,-0.5795,0.47941
34,40,-0.67031,0.48701
34,41,-0.76883,0.48792
34,42,-0.86174,0.47375
34,43,-0.92107,0.43342
34,44,-0.95043,0.3763
34,45,-0.95032,0.30878
34,46,-0.92246,0.23685
34,47,-0.85895,0.16386
34,48,-0.78738,0.09947
34,49,-0.70707,0.04449
34,50,-0.62139,0.0
34,51,-0.55134,-0.03469
34,52,-0.49589,-0.06264
34,53,-0.4524,-0.0863
34,54,-0.41269,-0.10596
34,55,-0.38013,-0.12351
34,56,-0.35195,-0.13935
34,57,-0.32635,-0.15357
34,58,-0.30187,-0.16596
34,59,-0.27821,-0.17656
34,60,-0.25763,-0.18718
34,61,-0.23685,-0.19594
34,62,-0.21646,-0.20327
34,63,-0.19641,-0.20916
34,64,-0.17784,-0.21497
34,65,-0.15944,-0.21945
34,66,-0.14114,-0.22241
34,67,-0.12476,-0.22694
34,68,-0.10886,-0.23133
34,69,-0.09479,-0.23941
34,70,-0.08016,-0.24671
34,71,-0.06497,-0.25303
34,72,-0.04947,-0.25935
34,73,-0.0336,-0.266
34,74,-0.01712,-0.27211
34,75,0.0,-0.27726
34,76,0.01777,-0.28253
34,77,0.03627,-0.28708
34,78,0.05579,-0.29245
34,79,0.07614,-0.29655
34,80,0.09768,-0.30062
34,81,0.12098,-0.30556
34,82,0.14615,-0.3106
34,83,0.17338,-0.31538
34,84,0.20367,-0.32093
34,85,0.24046,-0.33097
34,86,0.27864,-0.33682
34,87,0.32064,-0.34145
34,88,0.365,-0.34276
34,89,0.41109,-0.34009
34,90,0.46129,-0.33515
34,91,0.52282,-0.33179
34,92,0.59199,-0.32545
34,93,0.66429,-0.31259
34,94,0.7409,-0.29334
34,95,0.81723,-0.26554
34,96,0.87211,-0.22392
34,97,1.01258,-0.19316
34,98,1.10323,-0.13937
34,99,1.11892,-0.0704
35,0,1.05044,0.0
35,1,0.83068,0.05226
35,2,0.68577,0.08663
35,3,0.58688,0.11195
35,4,0.51525,0.13229
35,5,0.45101,0.14654
35,6,0.40456,0.16018
35,7,0.36314,0.17088
35,8,0.32725,0.17991
35,9,0.2943,0.18677
35,10,0.26708,0.19404
35,11,0.24283,0.20089
35,12,0.21862,0.2053
35,13,0.19998,0.21296
35,14,0.18126,0.21911
35,15,0.16308,0.22446
35,16,0.14545,0.2292
35,17,0.12947,0.2355
35,18,0.11323,0.24062
35,19,0.0969,0.24473
35,20,0.08076,0.24856
35,21,0.06497,0.25305
35,22,0.04925,0.25819
35,23,0.03326,0.26328
35,24,0.01687,0.26821
35,25,0.0,0.27295
35,26,-0.0175,0.2782
35,27,-0.03614,0.28612
35,28,-0.05591,0.29312
35,29,-0.07672,0.29882
35,30,-0.09846,0.30302
35,31,-0.12346,0.31181
35,32,-0.1506,0.32004
35,33,-0.17986,0.32717
35,34,-0.21249,0.33483
35,35,-0.25317,0.34846
35,36,-0.29793,0.36013
35,37,-0.34923,0.37189
35,38,-0.41322,0.38804
35,39,-0.49402,0.40869
35,40,-0.59388,0.43148
35,41,-0.71476,0.45361
35,42,-0.85073,0.46769
35,43,-1.01024,0.47539
35,44,-1.1251,0.44546
35,45,-1.19446,0.38811
35,46,-1.21756,0.31262
35,47,-1.19526,0.22801
35,48,-1.1116,0.14043
35,49,-0.95806,0.06028
35,50,-0.79948,0.0
35,51,-0.67828,-0.04267
35,52,-0.61419,-0.07759
35,53,-0.56004,-0.10683
35,54,-0.50881,-0.13064
35,55,-0.46623,-0.15149
35,56,-0.42439,-0.16803
35,57,-0.38439,-0.18088
35,58,-0.34907,-0.1919
35,59,-0.31808,-0.20186
35,60,-0.29145,-0.21175
35,61,-0.26518,-0.21937
35,62,-0.24065,-0.22598
35,63,-0.21823,-0.2324
35,64,-0.19683,-0.23793
35,65,-0.17677,-0.2433
35,66,-0.15744,-0.24808
35,67,-0.13889,-0.25264
35,68,-0.12128,-0.25773
35,69,-0.10396,-0.26257
35,70,-0.08678,-0.26707
35,71,-0.06944,-0.27045
35,72,-0.05229,-0.27409
35,73,-0.03498,-0.27693
35,74,-0.01762,-0.28007
35,75,0.0,-0.28352
35,76,0.01798,-0.28586
35,77,0.03666,-0.2902
35,78,0.05597,-0.29339
35,79,0.076,-0.29601
35,80,0.09718,-0.2991
35,81,0.11929,-0.30129
35,82,0.14339,-0.30472
35,83,0.17004,-0.3093
35,84,0.1977,-0.31152
35,85,0.22891,-0.31507
35,86,0.26363,-0.31868
35,87,0.29939,-0.31882
35,88,0.34085,-0.32008
35,89,0.38594,-0.31928
35,90,0.43256,-0.31427
35,91,0.48549,-0.3081
35,92,0.54889,-0.30176
35,93,0.62095,-0.2922
35,94,0.69792,-0.27633
35,95,0.77317,-0.25122
35,96,0.82448,-0.21169
35,97,0.89176,-0.17012
35,98,1.03733,-0.13105
35,99,1.04052,-0.06547
36,0,1.0766,0.0
36,1,0.90489,0.05693
36,2,0.77454,0.09785
36,3,0.66714,0.12726
36,4,0.5838,0.14989
36,5,0.51711,0.16802
36,6,0.46484,0.18404
36,7,0.42158,0.19838
36,8,0.38275,0.21042
36,9,0.34836,0.22108
36,10,0.31832,0.23127
36,11,0.29072,0.2405
36,12,0.26465,0.24852
36,13,0.24068,0.2563
36,14,0.21681,0.26207
36,15,0.19525,0.26874
36,16,0.17514,0.27598
36,17,0.1549,0.28176
36,18,0.13548,0.28791
36,19,0.11631,0.29376
36,20,0.09741,0.29979
36,21,0.07875,0.30672
36,22,0.05959,0.31238
36,23,0.04016,0.31793
36,24,0.02044,0.32487
36,25,0.0,0.33101
36,26,-0.02124,0.33765
36,27,-0.04349,0.34425
36,28,-0.06684,0.35041
36,29,-0.09181,0.35759
36,30,-0.11899,0.36622
36,31,-0.14916,0.37674
36,32,-0.1827,0.38827
36,33,-0.22059,0.40126
36,34,-0.26276,0.41404
36,35,-0.31227,0.4298
36,36,-0.37189,0.44954
36,37,-0.43873,0.4672
36,38,-0.51832,0.48673
36,39,-0.61475,0.50856
36,40,-0.72979,0.53023
36,41,-0.84653,0.53722
36,42,-0.95672,0.52596
36,43,-1.04012,0.48944
36,44,-1.08239,0.42855
36,45,-1.09935,0.3572
36,46,-1.07363,0.27566
36,47,-0.98041,0.18703
36,48,-0.87249,0.11022
36,49,-0.76276,0.04799
36,50,-0.67484,0.0
36,51,-0.60335,-0.03796
36,52,-0.53979,-0.06819
36,53,-0.48932,-0.09334
36,54,-0.44316,-0.11378
36,55,-0.39188,-0.12733
36,56,-0.34813,-0.13783
36,57,-0.31527,-0.14835
36,58,-0.28651,-0.15751
36,59,-0.26074,-0.16547
36,60,-0.23772,-0.17271
36,61,-0.21618,-0.17884
36,62,-0.19735,-0.18533
36,63,-0.17952,-0.19117
36,64,-0.16181,-0.1956
36,65,-0.14582,-0.2007
36,66,-0.13085,-0.20618
36,67,-0.11577,-0.21059
36,68,-0.10067,-0.21393
36,69,-0.08661,-0.21874
36,70,-0.07234,-0.22263
36,71,-0.05851,-0.22787
36,72,-0.0443,-0.23225
36,73,-0.02978,-0.23574
36,74,-0.01507,-0.23948
36,75,0.0,-0.2433
36,76,0.01553,-0.24687
36,77,0.03175,-0.25132
36,78,0.04858,-0.25468
36,79,0.06625,-0.25803
36,80,0.08452,-0.26014
36,81,0.10488,-0.26489
36,82,0.12657,-0.26897
36,83,0.14947,-0.27188
36,84,0.17514,-0.27598
36,85,0.20469,-0.28174
36,86,0.23561,-0.28481
36,87,0.27404,-0.29182
36,88,0.31445,-0.29529
36,89,0.36213,-0.29958
36,90,0.41666,-0.30272
36,91,0.47469,-0.30125
36,92,0.55206,-0.3035
36,93,0.62956,-0.29625
36,94,0.72503,-0.28706
36,95,0.80213,-0.26063
36,96,0.85092,-0.21848
36,97,0.86384,-0.16479
36,98,1.04286,-0.13175
36,99,1.06718,-0.06715
37,0,1.00933,0.0
37,1,0.83063,0.05226
37,2,0.71842,0.09076
37,3,0.62489,0.1192
37,4,0.553,0.14199
37,5,0.49166,0.15975
37,6,0.43946,0.17399
37,7,0.39508,0.18591
37,8,0.3593,0.19753
37,9,0.32861,0.20854
37,10,0.30003,0.21799
37,11,0.27248,0.22542
37,12,0.24637,0.23136
37,13,0.22146,0.23583
37,14,0.20005,0.24182
37,15,0.18025,0.24809
37,16,0.16155,0.25456
37,17,0.14361,0.26122
37,18,0.12543,0.26655
37,19,0.1077,0.27202
37,20,0.09035,0.27807
37,21,0.07324,0.28525
37,22,0.05581,0.29254
37,23,0.03775,0.29885
37,24,0.0193,0.3067
37,25,0.0,0.31347
37,26,-0.02007,0.31902
37,27,-0.04118,0.32599
37,28,-0.06376,0.33425
37,29,-0.08753,0.34092
37,30,-0.11344,0.34912
37,31,-0.14073,0.35544
37,32,-0.17265,0.36691
37,33,-0.20933,0.38077
37,34,-0.24778,0.39044
37,35,-0.2952,0.40631
37,36,-0.35189,0.42537
37,37,-0.42287,0.45031
37,38,-0.5043,0.47357
37,39,-0.58854,0.48689
37,40,-0.69181,0.50263
37,41,-0.80266,0.50938
37,42,-0.91596,0.50355
37,43,-1.02229,0.48105
37,44,-1.1088,0.43901
37,45,-1.1524,0.37444
37,46,-1.15026,0.29534
37,47,-1.0975,0.20936
37,48,-1.00137,0.1265
37,49,-0.89435,0.05627
37,50,-0.78419,0.0
37,51,-0.69531,-0.04374
37,52,-0.62073,-0.07841
37,53,-0.56056,-0.10693
37,54,-0.51392,-0.13195
37,55,-0.47247,-0.15351
37,56,-0.43218,-0.17111
37,57,-0.39441,-0.1856
37,58,-0.35889,-0.1973
37,59,-0.32464,-0.20602
37,60,-0.29407,-0.21366
37,61,-0.2668,-0.22072
37,62,-0.24208,-0.22733
37,63,-0.22026,-0.23456
37,64,-0.19841,-0.23983
37,65,-0.17835,-0.24548
37,66,-0.15889,-0.25036
37,67,-0.13952,-0.25379
37,68,-0.12096,-0.25705
37,69,-0.10316,-0.26054
37,70,-0.08582,-0.26414
37,71,-0.06845,-0.2666
37,72,-0.05104,-0.26757
37,73,-0.03377,-0.26732
37,74,-0.0169,-0.26854
37,75,0.0,-0.27101
37,76,0.01713,-0.27231
37,77,0.03444,-0.27262
37,78,0.05185,-0.27182
37,79,0.07088,-0.27606
37,80,0.09066,-0.27903
37,81,0.11106,-0.2805
37,82,0.13284,-0.28231
37,83,0.15599,-0.28374
37,84,0.1807,-0.28474
37,85,0.20754,-0.28565
37,86,0.2388,-0.28867
37,87,0.2721,-0.28975
37,88,0.3107,-0.29177
37,89,0.35198,-0.29118
37,90,0.40198,-0.29206
37,91,0.45391,-0.28806
37,92,0.50807,-0.27931
37,93,0.57678,-0.27141
37,94,0.6421,-0.25423
37,95,0.69657,-0.22633
37,96,0.74341,-0.19088
37,97,0.82984,-0.1583
37,98,0.98026,-0.12384
37,99,0.99547,-0.06263
38,0,1.09119,0.0
38,1,0.86476,0.05441
38,2,0.69247,0.08748
38,3,0.5962,0.11373
38,4,0.51609,0.13251
38,5,0.45216,0.14691
38,6,0.40657,0.16097
38,7,0.36402,0.17129
38,8,0.32635,0.17941
38,9,0.29811,0.18919
38,10,0.27219,0.19776
38,11,0.24706,0.20439
38,12,0.22447,0.21079
38,13,0.20476,0.21805
38,14,0.18505,0.22368
38,15,0.16546,0.22773
38,16,0.14699,0.23162
38,17,0.13124,0.23872
38,18,0.11518,0.24476
38,19,0.09891,0.24982
38,20,0.08244,0.25372
38,21,0.06637,0.25849
38,22,0.05031,0.26375
38,23,0.03386,0.26801
38,24,0.01707,0.27124
38,25,0.0,0.27713
38,26,-0.01774,0.28194
38,27,-0.0363,0.28739
38,28,-0.05622,0.29471
38,29,-0.07721,0.30072
38,30,-0.09914,0.30512
38,31,-0.12272,0.30995
38,32,-0.14929,0.31725
38,33,-0.18029,0.32795
38,34,-0.21581,0.34006
38,35,-0.25558,0.35178
38,36,-0.30339,0.36674
38,37,-0.3622,0.3857
38,38,-0.42676,0.40075
38,39,-0.52317,0.4328
38,40,-0.63448,0.46098
38,41,-0.79761,0.50618
38,42,-0.95773,0.52652
38,43,-1.08826,0.5121
38,44,-1.16531,0.46138
38,45,-1.209,0.39283
38,46,-1.20313,0.30891
38,47,-1.11344,0.2124
38,48,-0.99517,0.12572
38,49,-0.86983,0.05473
38,50,-0.7502,0.0
38,51,-0.66586,-0.04189
38,52,-0.59955,-0.07574
38,53,-0.53776,-0.10258
38,54,-0.48565,-0.12469
38,55,-0.44049,-0.14312
38,56,-0.40142,-0.15893
38,57,-0.3604,-0.16959
38,58,-0.33129,-0.18213
38,59,-0.30187,-0.19157
38,60,-0.27366,-0.19883
38,61,-0.24909,-0.20606
38,62,-0.22718,-0.21334
38,63,-0.20656,-0.21997
38,64,-0.18609,-0.22494
38,65,-0.16653,-0.2292
38,66,-0.14845,-0.23392
38,67,-0.1304,-0.2372
38,68,-0.11344,-0.24106
38,69,-0.09754,-0.24636
38,70,-0.08146,-0.2507
38,71,-0.06565,-0.25567
38,72,-0.04967,-0.26036
38,73,-0.03344,-0.26468
38,74,-0.01686,-0.26798
38,75,0.0,-0.27078
38,76,0.01714,-0.27242
38,77,0.03448,-0.27297
38,78,0.05271,-0.27633
38,79,0.07292,-0.284
38,80,0.09428,-0.29018
38,81,0.1167,-0.29475
38,82,0.14097,-0.29958
38,83,0.16672,-0.30327
38,84,0.19454,-0.30655
38,85,0.22536,-0.31019
38,86,0.25806,-0.31194
38,87,0.29604,-0.31525
38,88,0.33809,-0.31749
38,89,0.38788,-0.32088
38,90,0.43952,-0.31933
38,91,0.49598,-0.31476
38,92,0.55886,-0.30724
38,93,0.62981,-0.29637
38,94,0.69769,-0.27624
38,95,0.75538,-0.24544
38,96,0.80669,-0.20713
38,97,0.82622,-0.15761
38,98,1.04473,-0.13199
38,99,1.07644,-0.06773
39,0,0.98257,0.0
39,1,0.82443,0.05187
39,2,0.68581,0.08664
39,3,0.59741,0.11396
39,4,0.5217,0.13395
39,5,0.46544,0.15123
39,6,0.41422,0.164
39,7,0.3748,0.17637
39,8,0.34122,0.18759
39,9,0.31261,0.19839
39,10,0.28465,0.20681
39,11,0.25813,0.21354
39,12,0.23334,0.21912
39,13,0.20999,0.22362
39,14,0.1912,0.23112
39,15,0.1723,0.23716
39,16,0.15446,0.24339
39,17,0.13648,0.24825
39,18,0.11917,0.25325
39,19,0.10226,0.25827
39,20,0.08632,0.26567
39,21,0.06984,0.27199
39,22,0.05307,0.27819
39,23,0.0358,0.28334
39,24,0.0183,0.29091
39,25,0.0,0.29774
39,26,-0.01909,0.30349
39,27,-0.03897,0.30845
39,28,-0.06019,0.31551
39,29,-0.08272,0.32216
39,30,-0.10722,0.32998
39,31,-0.13433,0.33928
39,32,-0.16379,0.34808
39,33,-0.19552,0.35565
39,34,-0.23497,0.37025
39,35,-0.28409,0.39102
39,36,-0.34304,0.41466
39,37,-0.40562,0.43194
39,38,-0.4911,0.46117
39,39,-0.59324,0.49077
39,40,-0.71578,0.52005
39,41,-0.85812,0.54458
39,42,-0.9889,0.54366
39,43,-1.06879,0.50294
39,44,-1.11743,0.44242
39,45,-1.13714,0.36948
39,46,-1.10952,0.28488
39,47,-1.02418,0.19537
39,48,-0.90955,0.1149
39,49,-0.79165,0.04981
39,50,-0.69771,0.0
39,51,-0.6405,-0.0403
39,52,-0.58924,-0.07444
39,53,-0.54472,-0.10391
39,54,-0.5053,-0.12974
39,55,-0.46212,-0.15015
39,56,-0.42269,-0.16735
39,57,-0.38529,-0.1813
39,58,-0.35146,-0.19322
39,59,-0.32038,-0.20332
39,60,-0.29328,-0.21308
39,61,-0.26564,-0.21976
39,62,-0.24106,-0.22637
39,63,-0.21736,-0.23146
39,64,-0.19782,-0.23913
39,65,-0.18009,-0.24787
39,66,-0.1621,-0.25543
39,67,-0.14415,-0.2622
39,68,-0.12599,-0.26774
39,69,-0.10788,-0.27247
39,70,-0.09036,-0.27809
39,71,-0.07272,-0.28322
39,72,-0.05519,-0.2893
39,73,-0.03708,-0.29348
39,74,-0.01878,-0.29844
39,75,0.0,-0.30225
39,76,0.0193,-0.3068
39,77,0.03941,-0.31201
39,78,0.06034,-0.31633
39,79,0.08203,-0.31949
39,80,0.1044,-0.32132
39,81,0.12857,-0.32474
39,82,0.15357,-0.32635
39,83,0.1816,-0.33033
39,84,0.21056,-0.3318
39,85,0.24261,-0.33393
39,86,0.27629,-0.33398
39,87,0.31202,-0.33227
39,88,0.35239,-0.33092
39,89,0.39701,-0.32843
39,90,0.44193,-0.32108
39,91,0.49152,-0.31193
39,92,0.54811,-0.30133
39,93,0.60841,-0.2863
39,94,0.67061,-0.26552
39,95,0.73531,-0.23892
39,96,0.78086,-0.20049
39,97,0.93109,-0.17762
39,98,0.96669,-0.12213
39,99,0.97585,-0.0614
40,0,1.01388,0.0
40,1,0.85966,0.05409
40,2,0.71222,0.08997
40,3,0.60854,0.11609
40,4,0.51887,0.13322
40,5,0.46338,0.15056
40,6,0.41712,0.16515
40,7,0.37573,0.1768
40,8,0.33946,0.18662
40,9,0.30723,0.19498
40,10,0.27983,0.20331
40,11,0.25494,0.21091
40,12,0.23257,0.21839
40,13,0.21074,0.22441
40,14,0.18987,0.22951
40,15,0.17196,0.23668
40,16,0.15391,0.24253
40,17,0.13645,0.2482
40,18,0.11893,0.25274
40,19,0.10245,0.25875
40,20,0.08565,0.26361
40,21,0.06905,0.26892
40,22,0.05211,0.27318
40,23,0.03491,0.27638
40,24,0.01763,0.28026
40,25,0.0,0.28529
40,26,-0.01832,0.29124
40,27,-0.0374,0.29608
40,28,-0.05751,0.30148
40,29,-0.07897,0.30757
40,30,-0.10222,0.31459
40,31,-0.1275,0.32203
40,32,-0.15521,0.32984
40,33,-0.18612,0.33856
40,34,-0.2206,0.34762
40,35,-0.26243,0.36121
40,36,-0.31288,0.37821
40,37,-0.37022,0.39425
40,38,-0.44624,0.41905
40,39,-0.54128,0.44779
40,40,-0.66201,0.48098
40,41,-0.79575,0.505
40,42,-0.94239,0.51809
40,43,-1.0732,0.50501
40,44,-1.15792,0.45845
40,45,-1.18628,0.38545
40,46,-1.16859,0.30005
40,47,-1.09153,0.20822
40,48,-0.9811,0.12394
40,49,-0.86719,0.05456
40,50,-0.75666,0.0
40,51,-0.68603,-0.04316
40,52,-0.63581,-0.08032
40,53,-0.58244,-0.11111
40,54,-0.53305,-0.13686
40,55,-0.48874,-0.1588
40,56,-0.44087,-0.17455
40,57,-0.39825,-0.1874
40,58,-0.36454,-0.20041
40,59,-0.33258,-0.21106
40,60,-0.30276,-0.21996
40,61,-0.2757,-0.22808
40,62,-0.25024,-0.23499
40,63,-0.22765,-0.24242
40,64,-0.20431,-0.24697
40,65,-0.18237,-0.25101
40,66,-0.16206,-0.25536
40,67,-0.14193,-0.25817
40,68,-0.12278,-0.26092
40,69,-0.10499,-0.26516
40,70,-0.08715,-0.26822
40,71,-0.06977,-0.27172
40,72,-0.0523,-0.27419
40,73,-0.03514,-0.27813
40,74,-0.01767,-0.28091
40,75,0.0,-0.28445
40,76,0.01815,-0.28854
40,77,0.03702,-0.29303
40,78,0.05653,-0.29635
40,79,0.07693,-0.29962
40,80,0.0981,-0.30191
40,81,0.12046,-0.30426
40,82,0.14421,-0.30647
40,83,0.16933,-0.308
40,84,0.19697,-0.31038
40,85,0.2272,-0.31271
40,86,0.25946,-0.31363
40,87,0.2946,-0.31371
40,88,0.33145,-0.31125
40,89,0.37311,-0.30867
40,90,0.41921,-0.30458
40,91,0.47246,-0.29983
40,92,0.53439,-0.29379
40,93,0.58839,-0.27688
40,94,0.66426,-0.263
40,95,0.73949,-0.24028
40,96,0.78887,-0.20255
40,97,0.82009,-0.15644
40,98,0.98138,-0.12398
40,99,1.00481,-0.06322
41,0,0.93597,0.0
41,1,0.79287,0.04988
41,2,0.69169,0.08738
41,3,0.60815,0.11601
41,4,0.53239,0.13669
41,5,0.48323,0.15701
41,6,0.43639,0.17278
41,7,0.39783,0.1872
41,8,0.36273,0.19941
41,9,0.3321,0.21076
41,10,0.30284,0.22003
41,11,0.27725,0.22936
41,12,0.25275,0.23735
41,13,0.23068,0.24565
41,14,0.2086,0.25215
41,15,0.18883,0.2599
41,16,0.16978,0.26753
41,17,0.15053,0.27381
41,18,0.13216,0.28086
41,19,0.11399,0.28791
41,20,0.09572,0.29458
41,21,0.07733,0.30119
41,22,0.0585,0.30665
41,23,0.03987,0.31557
41,24,0.02034,0.32333
41,25,0.0,0.3295
41,26,-0.02113,0.33585
41,27,-0.04354,0.34464
41,28,-0.06713,0.35189
41,29,-0.09326,0.36321
41,30,-0.12192,0.37524
41,31,-0.15303,0.38652
41,32,-0.18848,0.40054
41,33,-0.22981,0.41802
41,34,-0.27416,0.432
41,35,-0.33166,0.4565
41,36,-0.39619,0.47891
41,37,-0.47129,0.50188
41,38,-0.55667,0.52275
41,39,-0.67127,0.55532
41,40,-0.7994,0.5808
41,41,-0.92826,0.5891
41,42,-1.02625,0.56419
41,43,-1.09269,0.51418
41,44,-1.13683,0.4501
41,45,-1.13552,0.36895
41,46,-1.09035,0.27996
41,47,-0.99525,0.18986
41,48,-0.86451,0.10921
41,49,-0.77522,0.04877
41,50,-0.71076,0.0
41,51,-0.65106,-0.04096
41,52,-0.6069,-0.07667
41,53,-0.55785,-0.10641
41,54,-0.5061,-0.12994
41,55,-0.45857,-0.149
41,56,-0.41297,-0.16351
41,57,-0.37538,-0.17664
41,58,-0.33886,-0.18629
41,59,-0.31124,-0.19752
41,60,-0.28467,-0.20682
41,61,-0.26001,-0.2151
41,62,-0.23664,-0.22222
41,63,-0.21377,-0.22764
41,64,-0.19356,-0.23397
41,65,-0.17343,-0.2387
41,66,-0.15479,-0.2439
41,67,-0.13619,-0.24772
41,68,-0.11773,-0.2502
41,69,-0.10072,-0.2544
41,70,-0.08365,-0.25746
41,71,-0.0666,-0.2594
41,72,-0.04964,-0.26021
41,73,-0.03325,-0.26319
41,74,-0.01676,-0.26635
41,75,0.0,-0.26837
41,76,0.01695,-0.26943
41,77,0.03409,-0.26988
41,78,0.05136,-0.26923
41,79,0.06956,-0.27091
41,80,0.08898,-0.27384
41,81,0.10899,-0.27529
41,82,0.12957,-0.27535
41,83,0.15229,-0.27701
41,84,0.17565,-0.27678
41,85,0.19961,-0.27475
41,86,0.22829,-0.27595
41,87,0.25875,-0.27554
41,88,0.29396,-0.27605
41,89,0.33033,-0.27328
41,90,0.37531,-0.27268
41,91,0.42299,-0.26844
41,92,0.48544,-0.26688
41,93,0.54791,-0.25783
41,94,0.61646,-0.24407
41,95,0.68532,-0.22268
41,96,0.72515,-0.18619
41,97,0.87701,-0.1673
41,98,0.93639,-0.1183
41,99,0.93076,-0.05856
42,0,0.97359,0.0
42,1,0.82531,0.05192
42,2,0.69437,0.08772
42,3,0.60302,0.11503
42,4,0.53723,0.13794
42,5,0.48075,0.1562
42,6,0.43488,0.17218
42,7,0.39398,0.18539
42,8,0.35762,0.1966
42,9,0.32716,0.20762
42,10,0.29991,0.2179
42,11,0.27265,0.22555
42,12,0.25074,0.23546
42,13,0.22862,0.24346
42,14,0.20742,0.25073
42,15,0.18717,0.25762
42,16,0.16745,0.26386
42,17,0.14774,0.26873
42,18,0.12869,0.27347
42,19,0.11012,0.27812
42,20,0.09229,0.28404
42,21,0.07416,0.28882
42,22,0.05632,0.29522
42,23,0.03796,0.30051
