genus,specimen_id,coord_id,x,y
AE,44,16,0.056,-0.0095
AE,44,17,-0.1445,-0.0249
AE,45,0,-0.47,0.0329
AE,45,1,0.0211,0.074
AE,45,2,0.2225,0.0573
AE,45,3,0.238,0.0445
AE,45,4,0.2463,0.0264
AE,45,5,0.2464,0.0056
AE,45,6,0.2289,-0.0202
AE,45,7,0.1914,-0.0426
AE,45,8,0.1183,-0.0646
AE,45,9,0.0281,-0.0876
AE,45,10,-0.084,-0.0974
AE,45,11,-0.4163,-0.0049
AE,45,12,-0.4033,0.0281
AE,45,13,-0.1798,0.0299
AE,45,14,0.0811,0.0398
AE,45,15,-0.0269,0.0163
AE,45,16,0.0871,-0.0149
AE,45,17,-0.1289,-0.0229
AE,46,0,-0.4763,0.0541
AE,46,1,0.0198,0.0823
AE,46,2,0.2385,0.0565
AE,46,3,0.2495,0.0309
AE,46,4,0.2487,0.0119
AE,46,5,0.2414,-0.005
AE,46,6,0.2247,-0.0242
AE,46,7,0.1859,-0.0439
AE,46,8,0.1116,-0.0648
AE,46,9,0.035,-0.0872
AE,46,10,-0.0774,-0.1079
AE,46,11,-0.4132,-0.0092
AE,46,12,-0.3855,0.0404
AE,46,13,-0.1809,0.0317
AE,46,14,0.0706,0.0405
AE,46,15,-0.0278,0.0176
AE,46,16,0.0771,-0.01
AE,46,17,-0.1416,-0.0136
AE,47,0,-0.465,0.0251
AE,47,1,0.034,0.0867
AE,47,2,0.2201,0.0688
AE,47,3,0.2449,0.0413
AE,47,4,0.2502,0.0272
AE,47,5,0.2497,0.0056
AE,47,6,0.2334,-0.0178
AE,47,7,0.2017,-0.0396
AE,47,8,0.1236,-0.0666
AE,47,9,0.018,-0.088
AE,47,10,-0.1076,-0.1018
AE,47,11,-0.4067,-0.0178
AE,47,12,-0.395,0.0173
AE,47,13,-0.1924,0.0277
AE,47,14,0.0536,0.0477
AE,47,15,-0.011,0.0214
AE,47,16,0.0727,-0.0081
AE,47,17,-0.124,-0.0291
AE,48,0,-0.4816,-0.0101
AE,48,1,-0.0088,0.0787
AE,48,2,0.2519,0.0669
AE,48,3,0.2576,0.0565
AE,48,4,0.2584,0.0363
AE,48,5,0.2483,0.0188
AE,48,6,0.2217,-0.0046
AE,48,7,0.1745,-0.0324
AE,48,8,0.1081,-0.058
AE,48,9,0.0173,-0.0796
AE,48,10,-0.1134,-0.0967
AE,48,11,-0.399,-0.0323
AE,48,12,-0.3859,-0.0026
AE,48,13,-0.173,0.0227
AE,48,14,0.0797,0.0444
AE,48,15,-0.0026,0.0194
AE,48,16,0.0714,-0.0012
AE,48,17,-0.1245,-0.026
AE,49,0,-0.4629,0.0336
AE,49,1,0.0171,0.0795
AE,49,2,0.2194,0.0704
AE,49,3,0.2486,0.0437
AE,49,4,0.2537,0.0236
AE,49,5,0.2519,0.0026
AE,49,6,0.2329,-0.016
AE,49,7,0.202,-0.0353
AE,49,8,0.1282,-0.0616
AE,49,9,0.0354,-0.0929
AE,49,10,-0.0687,-0.1047
AE,49,11,-0.4003,-0.0198
AE,49,12,-0.3796,0.0241
AE,49,13,-0.2303,0.0291
AE,49,14,0.0574,0.0373
AE,49,15,-0.0315,0.0182
AE,49,16,0.0682,-0.009
AE,49,17,-0.1416,-0.0229
AE,50,0,-0.4796,0.0445
AE,50,1,0.0328,0.0897
AE,50,2,0.2322,0.0526
AE,50,3,0.2452,0.0328
AE,50,4,0.2481,0.0158
AE,50,5,0.246,-0.0086
AE,50,6,0.2302,-0.0294
AE,50,7,0.1887,-0.048
AE,50,8,0.0998,-0.0674
AE,50,9,0.0049,-0.0882
AE,50,10,-0.092,-0.0998
AE,50,11,-0.4136,-0.0102
AE,50,12,-0.3879,0.0401
AE,50,13,-0.166,0.0347
AE,50,14,0.0839,0.0398
AE,50,15,-0.0172,0.0234
AE,50,16,0.0791,-0.0039
AE,50,17,-0.1344,-0.0181
AE,51,0,-0.4677,0.066
AE,51,1,-0.0018,0.1009
AE,51,2,0.2411,0.0573
AE,51,3,0.2545,0.0301
AE,51,4,0.2548,0.0037
AE,51,5,0.2473,-0.0135
AE,51,6,0.2332,-0.0313
AE,51,7,0.1707,-0.062
AE,51,8,0.1136,-0.0767
AE,51,9,0.0222,-0.1042
AE,51,10,-0.0559,-0.1135
AE,51,11,-0.3919,0.017
AE,51,12,-0.3774,0.062
AE,51,13,-0.2083,0.0434
AE,51,14,0.0839,0.0383
AE,51,15,-0.0297,0.021
AE,51,16,0.0527,-0.0203
AE,51,17,-0.1415,-0.0183
AE,52,0,-0.4727,0.0471
AE,52,1,0.0132,0.0814
AE,52,2,0.22,0.056
AE,52,3,0.2417,0.0392
AE,52,4,0.2517,0.0124
AE,52,5,0.2487,-0.0071
AE,52,6,0.2247,-0.0342
AE,52,7,0.1889,-0.0556
AE,52,8,0.1234,-0.0757
AE,52,9,0.0366,-0.0924
AE,52,10,-0.0722,-0.1071
AE,52,11,-0.4056,0.017
AE,52,12,-0.3994,0.0442
AE,52,13,-0.1945,0.0406
AE,52,14,0.0769,0.0411
AE,52,15,-0.0155,0.0201
AE,52,16,0.0568,-0.0137
AE,52,17,-0.1228,-0.0132
AE,53,0,-0.4807,0.0159
AE,53,1,-0.0202,0.0827
AE,53,2,0.2179,0.074
AE,53,3,0.2367,0.0518
AE,53,4,0.2462,0.0284
AE,53,5,0.241,0.0037
AE,53,6,0.2272,-0.013
AE,53,7,0.1851,-0.0385
AE,53,8,0.1207,-0.0622
AE,53,9,0.0321,-0.0902
AE,53,10,-0.0706,-0.106
AE,53,11,-0.4145,-0.0256
AE,53,12,-0.3957,0.0149
AE,53,13,-0.1793,0.0264
AE,53,14,0.0928,0.0493
AE,53,15,-0.0085,0.0226
AE,53,16,0.0943,-0.0077
AE,53,17,-0.1245,-0.0265
AE,54,0,-0.4692,0.0562
AE,54,1,0.0113,0.0832
AE,54,2,0.2364,0.0432
AE,54,3,0.2471,0.0269
AE,54,4,0.2512,0.0092
AE,54,5,0.2441,-0.0114
AE,54,6,0.2197,-0.0333
AE,54,7,0.1746,-0.0524
AE,54,8,0.101,-0.071
AE,54,9,0.0188,-0.0892
AE,54,10,-0.0895,-0.1013
AE,54,11,-0.418,0.0126
AE,54,12,-0.3956,0.0506
AE,54,13,-0.1724,0.0422
AE,54,14,0.1044,0.0406
AE,54,15,-0.0057,0.0242
AE,54,16,0.0756,-0.0119
AE,54,17,-0.1337,-0.0188
AE,55,0,-0.4647,0.0148
AE,55,1,0.0328,0.0689
AE,55,2,0.2379,0.0568
AE,55,3,0.2523,0.043
AE,55,4,0.2595,0.0223
AE,55,5,0.2578,0.0052
AE,55,6,0.2412,-0.0121
AE,55,7,0.2027,-0.0352
AE,55,8,0.1038,-0.053
AE,55,9,0.0136,-0.0693
AE,55,10,-0.1152,-0.0897
AE,55,11,-0.3986,-0.0184
AE,55,12,-0.3831,0.0119
AE,55,13,-0.1813,0.0216
AE,55,14,0.0656,0.039
AE,55,15,-0.0403,0.0181
AE,55,16,0.0736,-0.0065
AE,55,17,-0.1577,-0.0176
AE,56,0,-0.4643,0.0376
AE,56,1,-0.0249,0.0706
AE,56,2,0.2336,0.0638
AE,56,3,0.2522,0.0424
AE,56,4,0.2586,0.0186
AE,56,5,0.2564,-0.0016
AE,56,6,0.2379,-0.022
AE,56,7,0.1841,-0.0415
AE,56,8,0.1089,-0.0615
AE,56,9,0.03,-0.0845
AE,56,10,-0.0898,-0.0983
AE,56,11,-0.4106,-0.006
AE,56,12,-0.3895,0.0278
AE,56,13,-0.1702,0.0248
AE,56,14,0.0759,0.0394
AE,56,15,-0.015,0.017
AE,56,16,0.0744,-0.0099
AE,56,17,-0.1477,-0.0166
AE,57,0,-0.4828,0.0392
AE,57,1,-0.0177,0.0874
AE,57,2,0.2484,0.0501
AE,57,3,0.2576,0.0349
AE,57,4,0.2591,0.0166
AE,57,5,0.2516,-0.005
AE,57,6,0.2218,-0.0278
AE,57,7,0.1684,-0.0531
AE,57,8,0.1035,-0.067
AE,57,9,0.0279,-0.0888
AE,57,10,-0.0751,-0.1052
AE,57,11,-0.3931,-0.0032
AE,57,12,-0.3969,0.042
AE,57,13,-0.1688,0.0401
AE,57,14,0.0818,0.0463
AE,57,15,-0.0094,0.0226
AE,57,16,0.0521,-0.0059
AE,57,17,-0.1285,-0.0232
AE,58,0,-0.4712,0.0489
AE,58,1,0.0625,0.0804
AE,58,2,0.2222,0.0592
AE,58,3,0.2441,0.0367
AE,58,4,0.2491,0.0157
AE,58,5,0.2467,-0.0018
AE,58,6,0.2327,-0.0224
AE,58,7,0.1965,-0.0425
AE,58,8,0.1163,-0.0686
AE,58,9,0.0347,-0.093
AE,58,10,-0.0869,-0.1097
AE,58,11,-0.4093,0.0021
AE,58,12,-0.3883,0.0349
AE,58,13,-0.1725,0.0325
AE,58,14,0.0504,0.0387
AE,58,15,-0.0392,0.0198
AE,58,16,0.0675,-0.0162
AE,58,17,-0.1555,-0.0148
AE,59,0,-0.4829,-0.011
AE,59,1,-0.0098,0.0702
AE,59,2,0.2305,0.0864
AE,59,3,0.2584,0.0618
AE,59,4,0.257,0.0425
AE,59,5,0.2426,0.0193
AE,59,6,0.2192,0.0022
AE,59,7,0.1676,-0.0241
AE,59,8,0.1095,-0.0453
AE,59,9,0.0244,-0.0772
AE,59,10,-0.0597,-0.0994
AE,59,11,-0.4056,-0.0417
AE,59,12,-0.4,-0.0105
AE,59,13,-0.1811,0.0104
AE,59,14,0.0829,0.0435
AE,59,15,-0.0125,0.0117
AE,59,16,0.0856,-0.0066
AE,59,17,-0.1262,-0.032
AE,60,0,-0.4763,0.0391
AE,60,1,0.0399,0.0951
AE,60,2,0.2294,0.0748
AE,60,3,0.2498,0.0509
AE,60,4,0.2521,0.0178
AE,60,5,0.2452,-0.0041
AE,60,6,0.22,-0.0252
AE,60,7,0.1877,-0.0446
AE,60,8,0.1021,-0.0731
AE,60,9,0.0172,-0.1043
AE,60,10,-0.1109,-0.1183
AE,60,11,-0.3956,-0.0066
AE,60,12,-0.3835,0.0327
AE,60,13,-0.1856,0.0394
AE,60,14,0.0696,0.0482
AE,60,15,-0.014,0.021
AE,60,16,0.0847,-0.0112
AE,60,17,-0.1318,-0.0316
AE,61,0,-0.4617,0.0257
AE,61,1,-0.0363,0.0805
AE,61,2,0.2449,0.0659
AE,61,3,0.2606,0.0389
AE,61,4,0.2588,0.0255
AE,61,5,0.2505,0.0054
AE,61,6,0.2316,-0.0157
AE,61,7,0.1783,-0.0465
AE,61,8,0.1121,-0.069
AE,61,9,0.032,-0.0931
AE,61,10,-0.0929,-0.1131
AE,61,11,-0.4029,-0.0125
AE,61,12,-0.3868,0.0196
AE,61,13,-0.1833,0.0295
AE,61,14,0.0735,0.0539
AE,61,15,-0.0217,0.025
AE,61,16,0.0709,-0.0047
AE,61,17,-0.1278,-0.0153
AE,62,0,-0.4899,-0.0062
AE,62,1,0.012,0.0676
AE,62,2,0.2322,0.0679
AE,62,3,0.2437,0.0543
AE,62,4,0.2506,0.0304
AE,62,5,0.2433,0.0098
AE,62,6,0.2302,-0.0042
AE,62,7,0.1901,-0.0281
AE,62,8,0.1227,-0.0547
AE,62,9,0.0281,-0.0743
AE,62,10,-0.0746,-0.087
AE,62,11,-0.4098,-0.0256
AE,62,12,-0.3979,-0.0004
AE,62,13,-0.1563,0.0184
AE,62,14,0.0717,0.0423
AE,62,15,-0.0308,0.0153
AE,62,16,0.0716,-0.0061
AE,62,17,-0.1369,-0.0194
AE,63,0,-0.4755,0.0458
AE,63,1,0.0115,0.0887
AE,63,2,0.2387,0.0626
AE,63,3,0.258,0.0351
AE,63,4,0.2607,0.0113
AE,63,5,0.2531,-0.0061
AE,63,6,0.2338,-0.0283
AE,63,7,0.1817,-0.0528
AE,63,8,0.0846,-0.0718
AE,63,9,0.0053,-0.0886
AE,63,10,-0.0847,-0.0995
AE,63,11,-0.399,-0.0003
AE,63,12,-0.3796,0.0437
AE,63,13,-0.187,0.0389
AE,63,14,0.076,0.0427
AE,63,15,-0.0087,0.0158
AE,63,16,0.0698,-0.019
AE,63,17,-0.1387,-0.018
AE,64,0,-0.4869,0.0242
AE,64,1,-0.0225,0.0761
AE,64,2,0.235,0.0677
AE,64,3,0.2443,0.056
AE,64,4,0.2491,0.0389
AE,64,5,0.2493,0.0173
AE,64,6,0.2331,-0.0081
AE,64,7,0.1806,-0.0367
AE,64,8,0.1241,-0.0617
AE,64,9,0.0381,-0.0926
AE,64,10,-0.0605,-0.1162
AE,64,11,-0.3956,-0.0361
AE,64,12,-0.3832,0.0226
AE,64,13,-0.1822,0.0248
AE,64,14,0.0825,0.0473
AE,64,15,-0.0211,0.0178
AE,64,16,0.0552,-0.0041
AE,64,17,-0.1393,-0.037
AE,65,0,-0.4734,0.0418
AE,65,1,0.012,0.076
AE,65,2,0.2281,0.0557
AE,65,3,0.2417,0.0392
AE,65,4,0.2475,0.0208
AE,65,5,0.2471,0.0067
AE,65,6,0.2335,-0.0141
AE,65,7,0.1969,-0.0382
AE,65,8,0.1173,-0.0641
AE,65,9,0.0343,-0.0854
AE,65,10,-0.1142,-0.0941
AE,65,11,-0.4119,-0.0102
AE,65,12,-0.3943,0.026
AE,65,13,-0.1705,0.0265
AE,65,14,0.0578,0.0328
AE,65,15,-0.0101,0.0157
AE,65,16,0.0916,-0.0131
AE,65,17,-0.1334,-0.0221
AE,66,0,-0.4733,0.0634
AE,66,1,0.0375,0.0889
AE,66,2,0.2215,0.0532
AE,66,3,0.2409,0.0342
AE,66,4,0.2528,0.0053
AE,66,5,0.2475,-0.0172
AE,66,6,0.2245,-0.0341
AE,66,7,0.1735,-0.0584
AE,66,8,0.0939,-0.072
AE,66,9,0.0066,-0.0898
AE,66,10,-0.1113,-0.101
AE,66,11,-0.4122,0.0161
AE,66,12,-0.3891,0.052
AE,66,13,-0.1736,0.0397
AE,66,14,0.1103,0.0418
AE,66,15,-0.011,0.0195
AE,66,16,0.0908,-0.0196
AE,66,17,-0.1295,-0.022
AE,67,0,-0.4745,-0.0048
AE,67,1,-0.018,0.0739
AE,67,2,0.2023,0.0863
AE,67,3,0.2362,0.0689
AE,67,4,0.2474,0.0435
AE,67,5,0.2454,0.0244
AE,67,6,0.237,0.0076
AE,67,7,0.1946,-0.0248
AE,67,8,0.1253,-0.055
AE,67,9,0.0461,-0.0881
AE,67,10,-0.0717,-0.1084
AE,67,11,-0.4133,-0.0474
AE,67,12,-0.4007,-0.0074
AE,67,13,-0.1827,0.0092
AE,67,14,0.0698,0.0415
AE,67,15,-0.0069,0.015
AE,67,16,0.083,-0.0029
AE,67,17,-0.1193,-0.0316
AE,68,0,-0.4682,0.0363
AE,68,1,0.0162,0.0848
AE,68,2,0.222,0.0626
AE,68,3,0.2528,0.0392
AE,68,4,0.2574,0.0164
AE,68,5,0.2491,-0.0044
AE,68,6,0.2243,-0.0272
AE,68,7,0.1727,-0.0476
AE,68,8,0.1078,-0.0619
AE,68,9,0.0231,-0.081
AE,68,10,-0.0979,-0.0994
AE,68,11,-0.409,-0.0105
AE,68,12,-0.3968,0.031
AE,68,13,-0.1951,0.0358
AE,68,14,0.0985,0.0423
AE,68,15,-0.0013,0.0195
AE,68,16,0.0729,-0.011
AE,68,17,-0.1284,-0.0248
AE,69,0,-0.4863,0.0295
AE,69,1,0.0127,0.0793
AE,69,2,0.2191,0.065
AE,69,3,0.2358,0.0459
AE,69,4,0.2457,0.024
AE,69,5,0.2417,0.0087
AE,69,6,0.2301,-0.0121
AE,69,7,0.1995,-0.036
AE,69,8,0.1184,-0.063
AE,69,9,0.0296,-0.0845
AE,69,10,-0.0793,-0.1054
AE,69,11,-0.4148,-0.0143
AE,69,12,-0.3983,0.0188
AE,69,13,-0.1556,0.0227
AE,69,14,0.0775,0.0426
AE,69,15,-0.0229,0.0174
AE,69,16,0.0789,-0.0132
AE,69,17,-0.132,-0.0255
AE,70,0,-0.4737,0.0113
AE,70,1,0.005,0.0868
AE,70,2,0.2235,0.0796
AE,70,3,0.2462,0.0555
AE,70,4,0.25,0.033
AE,70,5,0.2454,0.0145
AE,70,6,0.2256,-0.0071
AE,70,7,0.1972,-0.0254
AE,70,8,0.1149,-0.0624
AE,70,9,0.0369,-0.0947
AE,70,10,-0.088,-0.1198
AE,70,11,-0.406,-0.0291
AE,70,12,-0.3921,0.0033
AE,70,13,-0.1731,0.0192
AE,70,14,0.0698,0.0518
AE,70,15,-0.0206,0.0244
AE,70,16,0.0761,-0.0092
AE,70,17,-0.1368,-0.0317
AE,71,0,-0.4874,-0.0215
AE,71,1,-0.0026,0.0984
AE,71,2,0.2117,0.0955
AE,71,3,0.2368,0.0724
AE,71,4,0.2441,0.0511
AE,71,5,0.2405,0.0297
AE,71,6,0.2309,0.0125
AE,71,7,0.1885,-0.0225
AE,71,8,0.1217,-0.0534
AE,71,9,0.0463,-0.0908
AE,71,10,-0.051,-0.1233
AE,71,11,-0.3904,-0.0572
AE,71,12,-0.3866,-0.0109
AE,71,13,-0.2039,0.0073
AE,71,14,0.0774,0.0526
AE,71,15,-0.0172,0.015
AE,71,16,0.072,-0.0079
AE,71,17,-0.1308,-0.0471
AE,72,0,-0.4795,0.0247
AE,72,1,0.0091,0.0831
AE,72,2,0.2254,0.0679
AE,72,3,0.2418,0.0477
AE,72,4,0.2478,0.026
AE,72,5,0.2434,0.0069
AE,72,6,0.2229,-0.0137
AE,72,7,0.1698,-0.0435
AE,72,8,0.1011,-0.0675
AE,72,9,0.0302,-0.0889
AE,72,10,-0.0886,-0.1022
AE,72,11,-0.4144,-0.0192
AE,72,12,-0.3939,0.0218
AE,72,13,-0.1871,0.0307
AE,72,14,0.1069,0.0493
AE,72,15,-0.007,0.0188
AE,72,16,0.0938,-0.0142
AE,72,17,-0.1216,-0.028
AE,73,0,-0.4812,0.0565
AE,73,1,-0.0083,0.0817
AE,73,2,0.2518,0.0414
AE,73,3,0.2618,0.0231
AE,73,4,0.2579,0.0073
AE,73,5,0.2441,-0.0147
AE,73,6,0.2224,-0.0303
AE,73,7,0.1684,-0.0514
AE,73,8,0.0983,-0.071
AE,73,9,0.0396,-0.0905
AE,73,10,-0.0744,-0.1091
AE,73,11,-0.3931,0.004
AE,73,12,-0.3867,0.0503
AE,73,13,-0.1847,0.0468
AE,73,14,0.0925,0.0426
AE,73,15,-0.0247,0.0228
AE,73,16,0.0492,-0.0054
AE,73,17,-0.1331,-0.0041
AE,74,0,-0.4993,0.0324
AE,74,1,0.0385,0.0888
AE,74,2,0.2101,0.0738
AE,74,3,0.2442,0.0458
AE,74,4,0.2478,0.0201
AE,74,5,0.2385,-0.0078
AE,74,6,0.2092,-0.0311
AE,74,7,0.1675,-0.0509
AE,74,8,0.1004,-0.07
AE,74,9,0.0204,-0.0891
AE,74,10,-0.0874,-0.1027
AE,74,11,-0.4197,-0.012
AE,74,12,-0.3998,0.0311
AE,74,13,-0.1515,0.0383
AE,74,14,0.0957,0.0439
AE,74,15,0.009,0.0234
AE,74,16,0.0858,-0.0101
AE,74,17,-0.1094,-0.0239
AE,75,0,-0.493,0.0009
AE,75,1,0.0098,0.085
AE,75,2,0.2238,0.0734
AE,75,3,0.2375,0.0589
AE,75,4,0.2455,0.0384
AE,75,5,0.2455,0.0211
AE,75,6,0.2315,-0.0059
AE,75,7,0.1734,-0.0333
AE,75,8,0.1027,-0.0571
AE,75,9,0.0428,-0.0851
AE,75,10,-0.0623,-0.1083
AE,75,11,-0.4081,-0.0362
AE,75,12,-0.3975,0.0072
AE,75,13,-0.1826,0.0205
AE,75,14,0.0913,0.0498
AE,75,15,-0.0073,0.0133
AE,75,16,0.061,-0.0098
AE,75,17,-0.114,-0.0327
AE,76,0,-0.4792,0.0348
AE,76,1,0.0304,0.0869
AE,76,2,0.214,0.0581
AE,76,3,0.23,0.0414
AE,76,4,0.2386,0.0231
AE,76,5,0.2373,0.0049
AE,76,6,0.2247,-0.014
AE,76,7,0.1851,-0.0421
AE,76,8,0.1217,-0.0651
AE,76,9,0.0216,-0.0856
AE,76,10,-0.0886,-0.1011
AE,76,11,-0.4228,-0.0215
AE,76,12,-0.3953,0.0281
AE,76,13,-0.1876,0.03
AE,76,14,0.1045,0.0452
AE,76,15,-0.0007,0.0172
AE,76,16,0.0934,-0.0135
AE,76,17,-0.1271,-0.0268
AE,77,0,-0.4881,0.0362
AE,77,1,0.0112,0.0821
AE,77,2,0.2292,0.0667
AE,77,3,0.2434,0.0459
AE,77,4,0.2498,0.0225
AE,77,5,0.2441,0.0014
AE,77,6,0.2256,-0.0232
AE,77,7,0.186,-0.0492
AE,77,8,0.1195,-0.0705
AE,77,9,0.014,-0.0947
AE,77,10,-0.0906,-0.102
AE,77,11,-0.4026,-0.0068
AE,77,12,-0.3875,0.0336
AE,77,13,-0.1753,0.0313
AE,77,14,0.081,0.0459
AE,77,15,-0.0129,0.0188
AE,77,16,0.0793,-0.0134
AE,77,17,-0.1262,-0.0247
AE,78,0,-0.4808,0.0257
AE,78,1,0.0119,0.0828
AE,78,2,0.2359,0.0674
AE,78,3,0.2512,0.0466
AE,78,4,0.2487,0.0253
AE,78,5,0.2389,0.0053
AE,78,6,0.219,-0.015
AE,78,7,0.1791,-0.0401
AE,78,8,0.1275,-0.0625
AE,78,9,0.0294,-0.0893
AE,78,10,-0.0727,-0.106
AE,78,11,-0.401,-0.0194
AE,78,12,-0.4092,0.0233
AE,78,13,-0.1771,0.0352
AE,78,14,0.0698,0.0404
AE,78,15,-0.0148,0.0155
AE,78,16,0.0663,-0.0123
AE,78,17,-0.1222,-0.0228
AE,79,0,-0.4854,-0.016
AE,79,1,0.0061,0.0899
AE,79,2,0.2144,0.0921
AE,79,3,0.2502,0.0634
AE,79,4,0.2546,0.0396
AE,79,5,0.2495,0.0239
AE,79,6,0.2275,0.0048
AE,79,7,0.1833,-0.0226
AE,79,8,0.1243,-0.0512
AE,79,9,0.0498,-0.0852
AE,79,10,-0.074,-0.1218
AE,79,11,-0.3882,-0.0466
AE,79,12,-0.3775,-0.0073
AE,79,13,-0.2143,0.0109
AE,79,14,0.0727,0.0477
AE,79,15,-0.0267,0.016
AE,79,16,0.0627,-0.0037
AE,79,17,-0.1292,-0.0337
AE,80,0,-0.477,0.0323
AE,80,1,0.0028,0.0796
AE,80,2,0.2192,0.06
AE,80,3,0.2403,0.0375
AE,80,4,0.2502,0.0177
AE,80,5,0.2468,0.0028
AE,80,6,0.2361,-0.0172
AE,80,7,0.1945,-0.0413
AE,80,8,0.1137,-0.0629
AE,80,9,0.0326,-0.0831
AE,80,10,-0.0776,-0.1016
AE,80,11,-0.4146,-0.0084
AE,80,12,-0.3839,0.0274
AE,80,13,-0.2006,0.0291
AE,80,14,0.0822,0.0417
AE,80,15,-0.0149,0.02
AE,80,16,0.0785,-0.0103
AE,80,17,-0.1282,-0.0233
AE,81,0,-0.4625,0.0125
AE,81,1,0.0122,0.0972
AE,81,2,0.2143,0.0808
AE,81,3,0.2348,0.0651
AE,81,4,0.2503,0.041
AE,81,5,0.2534,0.0207
AE,81,6,0.2349,-0.0058
AE,81,7,0.198,-0.0317
AE,81,8,0.1238,-0.0673
AE,81,9,0.0546,-0.1022
AE,81,10,-0.0467,-0.1261
AE,81,11,-0.4013,-0.0416
AE,81,12,-0.382,0.0075
AE,81,13,-0.2137,0.0199
AE,81,14,0.0583,0.0513
AE,81,15,-0.0247,0.0182
AE,81,16,0.0494,-0.0079
AE,81,17,-0.1531,-0.0316
AE,82,0,-0.4883,-0.0152
AE,82,1,-0.0164,0.0892
AE,82,2,0.2108,0.0868
AE,82,3,0.2351,0.0724
AE,82,4,0.248,0.0471
AE,82,5,0.241,0.0243
AE,82,6,0.2141,-0.0064
AE,82,7,0.1917,-0.0298
AE,82,8,0.1307,-0.0653
AE,82,9,0.0442,-0.098
AE,82,10,-0.078,-0.1146
AE,82,11,-0.3971,-0.0369
AE,82,12,-0.3903,-0.0044
AE,82,13,-0.1827,0.0154
AE,82,14,0.0974,0.0553
AE,82,15,-0.0215,0.017
AE,82,16,0.0864,-0.0036
AE,82,17,-0.1253,-0.0333
AE,83,0,-0.4668,0.057
AE,83,1,0.0029,0.0886
AE,83,2,0.239,0.0506
AE,83,3,0.2567,0.0261
AE,83,4,0.2587,0.0026
AE,83,5,0.2436,-0.0248
AE,83,6,0.2192,-0.0429
AE,83,7,0.1795,-0.0629
AE,83,8,0.1235,-0.0753
AE,83,9,0.0217,-0.0877
AE,83,10,-0.0879,-0.0963
AE,83,11,-0.411,0.0186
AE,83,12,-0.3814,0.0537
AE,83,13,-0.1887,0.0495
AE,83,14,0.0936,0.0451
AE,83,15,-0.0185,0.0264
AE,83,16,0.0418,-0.0133
AE,83,17,-0.1261,-0.0149
AE,84,0,-0.4812,0.0442
AE,84,1,0.0448,0.0968
AE,84,2,0.2255,0.0617
AE,84,3,0.2478,0.0425
AE,84,4,0.2591,0.018
AE,84,5,0.2498,-0.0017
AE,84,6,0.2289,-0.0281
AE,84,7,0.1867,-0.0532
AE,84,8,0.1105,-0.0763
AE,84,9,0.0286,-0.0992
AE,84,10,-0.0938,-0.1047
AE,84,11,-0.392,0.0044
AE,84,12,-0.3772,0.0462
AE,84,13,-0.1932,0.0398
AE,84,14,0.0649,0.0383
AE,84,15,-0.0299,0.018
AE,84,16,0.06,-0.0188
AE,84,17,-0.1393,-0.0281
AE,85,0,-0.4611,0.0127
AE,85,1,0.0154,0.0912
AE,85,2,0.237,0.0709
AE,85,3,0.2518,0.0454
AE,85,4,0.2528,0.0309
AE,85,5,0.2509,0.0117
AE,85,6,0.2381,-0.007
AE,85,7,0.1968,-0.0369
AE,85,8,0.1009,-0.0629
AE,85,9,0.0191,-0.0904
AE,85,10,-0.0797,-0.1074
AE,85,11,-0.4117,-0.0313
AE,85,12,-0.3981,0.005
AE,85,13,-0.1649,0.0262
AE,85,14,0.0475,0.0479
AE,85,15,-0.0288,0.0249
AE,85,16,0.0693,-0.0046
AE,85,17,-0.1354,-0.0264
AE,86,0,-0.4746,-0.0102
AE,86,1,-0.0048,0.0982
AE,86,2,0.229,0.0868
AE,86,3,0.2432,0.0694
AE,86,4,0.2495,0.0465
AE,86,5,0.245,0.0269
AE,86,6,0.2298,0.0018
AE,86,7,0.1892,-0.0311
AE,86,8,0.1274,-0.0604
AE,86,9,0.0578,-0.0941
AE,86,10,-0.0414,-0.1274
AE,86,11,-0.393,-0.0612
AE,86,12,-0.3824,0.0085
AE,86,13,-0.1932,0.0158
AE,86,14,0.0533,0.0491
AE,86,15,-0.0299,0.0185
AE,86,16,0.0498,-0.0022
AE,86,17,-0.1549,-0.0351
AE,87,0,-0.47,0.0346
AE,87,1,0.0075,0.0853
AE,87,2,0.2372,0.0643
AE,87,3,0.2583,0.0437
AE,87,4,0.2639,0.0246
AE,87,5,0.2569,-0.0012
AE,87,6,0.2319,-0.0174
AE,87,7,0.1824,-0.042
AE,87,8,0.1036,-0.066
AE,87,9,0.0394,-0.0887
AE,87,10,-0.063,-0.1144
AE,87,11,-0.3993,-0.0161
AE,87,12,-0.3864,0.0292
AE,87,13,-0.171,0.0321
AE,87,14,0.0501,0.0412
AE,87,15,-0.0248,0.0161
AE,87,16,0.0472,-0.0097
AE,87,17,-0.1638,-0.0155
AE,88,0,-0.4789,0.0466
AE,88,1,0.0268,0.0831
AE,88,2,0.2438,0.0371
AE,88,3,0.2548,0.0207
AE,88,4,0.2559,0.002
AE,88,5,0.2477,-0.0151
AE,88,6,0.2317,-0.0271
AE,88,7,0.1799,-0.0469
AE,88,8,0.1011,-0.0651
AE,88,9,0.0353,-0.0829
AE,88,10,-0.0892,-0.0917
AE,88,11,-0.4086,0.0069
AE,88,12,-0.401,0.0471
AE,88,13,-0.1455,0.0405
AE,88,14,0.0471,0.0396
